Employee_ID,Full_Name,Gender,Age,Marital_Status,Number_of_Dependents,State_of_Origin,Education_Level,Department,Job_Title,Job_Level,Employment_Type,Work_Location,Hire_Date,Years_of_Service,Monthly_Salary_NGN,Performance_Rating,Job_Satisfaction_Score,Employee_Engagement_Score,Training_Hours_Per_Year,Overtime_Flag,Absences_Per_Year,Years_Since_Last_Promotion,Attrition
EMP11221,Fatima Sule,Male,33,Married,1,Lagos,HND,Human Resources,HR Officer,Mid,Contract,On-site,2016-07-15,8.5," 215,486 ",Exceeds Expectations,3,4,45,No,5,3,No
EMP70069,Uche Chukwuemeka,Female,36,Widowed,2,Enugu,HND,Operations,Procurement Officer,Mid,Full-Time,On-site,2012-10-16,12.2," 697,759 ",Exceeds Expectations,3,5,10,No,5,2,No
EMP91417,Chukwu Chukwuemeka,Female,33,Married,1,Rivers,M.Sc/MBA,Technology,Systems Administrator,Mid,Full-Time,On-site,2020-12-24,4," 488,295 ",Exceeds Expectations,1,5,21,No,1,5,No
EMP83793,Amaka Hassan,Male,28,Widowed,4,Lagos,HND,Sales,Sales Executive,Executive,Full-Time,On-site,2022-09-16,2.3," 193,588 ",Exceeds Expectations,4,4,12,Yes,2,3,No
EMP23105,Emeka Yakubu,Male,33,,2,Enugu,M.Sc/MBA,Operations,Supply Chain Analyst,Mid,Full-Time,On-site,2013-11-08,11.1," 382,670 ",Unsatisfactory,,3,,No,0,5,Yes
EMP19603,Amara Oduya,Female,34,Single,3,Lagos,B.Sc/B.A,Human Resources,Recruitment Specialist,Mid,Full-Time,On-site,2013-11-22,11.1," 271,955 ",Meets Expectations,3,3,10,No,1,5,No
EMP80469,Uche Obi,Male,34,Married,3,Lagos,HND,Customer Service,Customer Success Manager,Manager,Full-Time,Hybrid,2010-07-08,14.5," 380,981 ",Below Expectations,3,4,30,Yes,0,1,No
EMP37939,Ngozi Garba,Male,40,Single,0,Lagos,PGD,Customer Service,Customer Success Manager,Manager,Full-Time,Remote,2013-10-11,11.2," 594,953 ",Exceeds Expectations,4,4,12,Yes,1,2,No
EMP76308,Ngozi Salami,Male,36,Single,3,Abuja,PGD,Marketing,Marketing Executive,Executive,Full-Time,On-site,2018-09-21,6.3," 479,612 ",Meets Expectations,3,3,7,No,14,2,No
EMP27362,Amara Sule,Male,28,Widowed,0,Delta,B.Sc/B.A,Operations,Operations Manager,Manager,Full-Time,On-site,2021-11-28,3.1," 386,726 ",Below Expectations,2,4,20,No,1,0,Yes
EMP55746,Lawal Okonkwo,Female,35,Married,3,Lagos,HND,Finance,Auditor,Mid,Full-Time,Hybrid,2016-03-31,8.8," 661,610 ",Exceptional,4,4,37,No,0,4,No
EMP19017,Obinna Yakubu,Female,31,Single,2,Enugu,M.Sc/MBA,Human Resources,HR Business Partner,Mid,Full-Time,Hybrid,2013-10-07,11.2," 6,466,851 ",Exceptional,2,2,25,No,3,0,Yes
EMP42019,Uche Yakubu,Female,26,Single,3,Lagos,M.Sc/MBA,Engineering,Mechanical Engineer,Mid,Contract,On-site,2010-03-13,14.8," 283,939 ",Meets Expectations,2,4,0,No,11,4,No
EMP58435,Funmi Sule,Female,30,Married,2,Oyo,HND,Legal & Compliance,Contract Specialist,Mid,Full-Time,On-site,2015-07-07,9.5," 623,849 ",Meets Expectations,2,3,48,No,4,1,Yes
EMP47354,Zainab Musa,Female,34,Married,0,Ogun,B.Sc/B.A,Human Resources,Compensation Analyst,Mid,Full-Time,On-site,2017-12-09,7.1," 549,409 ",Exceeds Expectations,5,2,15,Yes,2,0,No
EMP30677,Sade Babatunde,Female,29,Single,3,Abuja,B.Sc/B.A,Operations,Logistics Coordinator,Junior,Full-Time,Hybrid,2018-08-01,6.4," 2,301,398 ",Exceptional,2,5,31,No,0,1,No
EMP67434,Sade Obi,Female,34,Married,0,Lagos,M.Sc/MBA,Finance,Accountant,Mid,Full-Time,Hybrid,2015-02-04,9.9," 513,409 ",Meets Expectations,5,3,43,Yes,8,5,No
EMP81201,Funmi Adeyemi,Male,31,Married,1,Abuja,HND,Sales,Sales Coordinator,Junior,Full-Time,On-site,2019-09-21,5.3," 531,305 ",Exceptional,1,3,30,No,16,3,No
EMP49652,Amaka Okonkwo,Male,40,Married,1,Rivers,B.Sc/B.A,Marketing,Marketing Coordinator,Junior,Full-Time,Hybrid,2016-01-18,9," 433,131 ",Meets Expectations,3,3,23,No,2,0,No
EMP90174,Lawal Lawal,Female,41,Married,2,Rivers,HND,Sales,Regional Sales Manager,Manager,Full-Time,Hybrid,2010-10-24,14.2," 463,653 ",Unsatisfactory,3,4,30,No,5,8,Yes
EMP95718,Chukwu Nwosu,Male,34,Single,2,Lagos,B.Sc/B.A,Operations,Procurement Officer,Mid,Full-Time,Remote,2018-11-05,6.2," 379,668 ",Meets Expectations,5,3,6,No,6,2,No
EMP79330,Ngozi Adeleke,Male,42,Divorced,2,Lagos,B.Sc/B.A,Customer Service,Call Centre Agent,Junior,Full-Time,On-site,2020-10-28,4.2," 2,338,978 ",Meets Expectations,4,3,30,No,9,1,Yes
EMP11026,Nneka Sule,Male,37,Married,2,Kano,PGD,Operations,Procurement Officer,Mid,Full-Time,On-site,2017-04-28,7.7," 681,506 ",Meets Expectations,3,5,13,No,1,4,No
EMP97539,Sade Lawal,Female,32,Married,3,Abuja,M.Sc/MBA,Engineering,Project Engineer,Mid,Full-Time,Remote,2011-02-25,13.8," 189,659 ",Exceeds Expectations,5,3,29,No,0,0,No
EMP82693,Funmi Bello,Female,27,Single,3,Lagos,PGD,Marketing,Content Strategist,Mid,Full-Time,On-site,2022-09-16,2.3," 5,853,871 ",Below Expectations,5,3,29,Yes,3,0,Yes
EMP49241,Emeka Nwachukwu,Male,35,Married,0,Delta,HND,Engineering,Electrical Engineer,Mid,Intern,On-site,2016-11-28,8.1," 457,410 ",Meets Expectations,3,4,26,No,13,1,No
EMP96952,Nnamdi Nwosu,Male,26,Married,0,Abuja,HND,Technology,Software Engineer,Mid,Contract,On-site,2010-03-11,14.8," 483,274 ",Below Expectations,1,4,29,Yes,2,0,No
EMP23578,Chidi Hassan,Female,34,Single,1,Abuja,HND,Operations,Operations Officer,Mid,Full-Time,Remote,2013-09-15,11.3," 439,205 ",Unsatisfactory,2,2,20,No,5,5,No
EMP27602,Obinna Garba,Male,35,Married,0,Lagos,B.Sc/B.A,Customer Service,Customer Service Representative,Junior,Full-Time,Hybrid,2023-09-29,1.3," 396,639 ",Meets Expectations,4,4,19,Yes,7,4,No
EMP44665,Ibrahim Salami,Female,46,Married,0,Kano,B.Sc/B.A,Sales,Regional Sales Manager,Manager,Contract,On-site,2016-11-15,8.1," 478,383 ",Exceeds Expectations,3,3,28,Yes,2,4,No
EMP25130,Seun Okonkwo,Male,22,Married,4,Lagos,HND,Technology,Systems Administrator,Mid,Full-Time,On-site,2012-10-30,12.2," 567,501 ",Meets Expectations,2,4,16,No,7,1,No
EMP24030,Yemi Lawal,Female,37,Single,3,Abuja,HND,Operations,Procurement Officer,Mid,Contract,Hybrid,2013-07-06,11.5," 475,522 ",Below Expectations,3,5,13,No,0,0,No
EMP30375,Biodun Bello,Male,31,Divorced,2,Enugu,B.Sc/B.A,Operations,Operations Manager,Manager,Full-Time,Remote,2014-02-16,10.9," 168,283 ",Meets Expectations,5,3,12,Yes,5,2,No
EMP45698,Ife Bello,Female,23,Single,2,Enugu,B.Sc/B.A,Technology,Software Engineer,Mid,Full-Time,Hybrid,2018-02-03,6.9," 2,493,778 ",Meets Expectations,3,3,38,No,2,9,No
EMP46931,Zainab Musa,Male,27,Married,1,Oyo,B.Sc/B.A,Executive,General Manager,Manager,Full-Time,On-site,2023-09-25,1.3," 566,414 ",Unsatisfactory,5,3,27,Yes,1,2,No
EMP89277,Ngozi Lawal,Female,31,Single,1,Ogun,B.Sc/B.A,Customer Service,Customer Success Manager,Manager,Full-Time,Remote,2020-05-25,4.6," 500,681 ",Meets Expectations,4,1,30,Yes,1,2,No
EMP37608,Nneka Okafor,Male,34,Married,1,Abuja,M.Sc/MBA,Operations,Operations Officer,Mid,Full-Time,On-site,2014-12-22,10," 216,179 ",Unsatisfactory,4,4,47,Yes,0,0,No
EMP54943,Sade Garba,Female,41,Single,0,Kano,B.Sc/B.A,Marketing,Content Strategist,Mid,Full-Time,Hybrid,2023-01-05,2," 345,438 ",Exceeds Expectations,3,4,8,No,8,3,No
EMP36686,Dayo Lawal,Male,38,Single,4,Abuja,B.Sc/B.A,Technology,Data Analyst,Mid,Full-Time,Hybrid,2015-10-17,9.2," 555,290 ",Meets Expectations,4,3,37,No,9,2,No
EMP93131,Ngozi Okonkwo,Female,27,Married,2,Oyo,HND,Customer Service,Customer Service Representative,Junior,Full-Time,On-site,2015-05-17,9.6," 468,138 ",Exceeds Expectations,4,5,25,Yes,2,4,No
EMP44601,Tope Nwosu,Male,22,Married,0,Enugu,B.Sc/B.A,Sales,Sales Executive,Executive,Full-Time,On-site,2017-12-03,7.1," 546,388 ",Exceptional,4,2,34,No,0,1,No
EMP76245,Chukwu Lawal,Male,32,Married,3,Abuja,B.Sc/B.A,Executive,Chief Operations Officer,Mid,Full-Time,Hybrid,2010-09-02,14.3," 402,716 ",Meets Expectations,2,4,29,Yes,1,6,No
EMP74033,Amara Hassan,Male,39,Married,4,Abuja,M.Sc/MBA,Engineering,Project Engineer,Mid,Full-Time,Hybrid,2022-07-03,2.5," 2,301,561 ",Exceptional,3,5,31,Yes,13,3,No
EMP42915,Adaeze Nwachukwu,Male,40,Married,2,Ogun,B.Sc/B.A,Customer Service,Customer Service Representative,Junior,Full-Time,On-site,2013-01-03,12," 454,601 ",Exceeds Expectations,4,3,17,No,8,0,No
EMP16659,Biodun Oduya,Female,36,Divorced,3,Lagos,B.Sc/B.A,Sales,Sales Coordinator,Junior,Full-Time,Remote,2016-07-31,8.4," 270,656 ",Unsatisfactory,5,3,46,No,1,0,No
EMP22098,Funmi Nwosu,Female,22,Single,0,Anambra,B.Sc/B.A,Human Resources,Learning & Development Officer,Mid,Full-Time,On-site,2019-02-16,5.9," 691,252 ",Below Expectations,5,3,20,No,1,0,No
EMP93137,Seun Adeleke,Male,40,Married,2,Lagos,B.Sc/B.A,Operations,Operations Manager,Manager,Full-Time,On-site,2011-10-08,13.2," 527,074 ",Meets Expectations,4,4,44,No,0,0,No
EMP65519,Sade Babatunde,Female,39,Married,2,Abuja,B.Sc/B.A,Customer Service,Customer Service Representative,Junior,Full-Time,On-site,2016-12-30,8," 360,028 ",Exceptional,4,2,16,No,3,10,Yes
EMP46266,Amaka Chukwuemeka,Male,34,Married,0,Lagos,HND,Technology,DevOps Engineer,Mid,Full-Time,Remote,2015-07-22,9.4," 353,497 ",Below Expectations,3,4,37,Yes,7,2,No
EMP15779,Dayo Bello,Female,35,Married,1,Oyo,M.Sc/MBA,Technology,DevOps Engineer,Mid,Full-Time,On-site,2016-02-17,8.9," 1,517,322 ",Exceeds Expectations,3,5,31,No,8,2,No
EMP10465,Musa Sule,Female,22,Married,0,Lagos,PGD,Finance,Financial Analyst,Mid,Full-Time,On-site,2023-10-29,1.2," 477,230 ",Meets Expectations,2,3,32,No,2,3,No
EMP53720,Seun Hassan,Female,40,Married,2,Oyo,M.Sc/MBA,Finance,Accountant,Mid,Full-Time,Hybrid,2015-03-07,9.8," 545,522 ",Exceeds Expectations,4,4,26,No,3,2,No
EMP27147,Amaka Nwachukwu,Male,45,Married,2,Enugu,B.Sc/B.A,Finance,Financial Analyst,Mid,Full-Time,On-site,2013-04-19,11.7," 529,540 ",Meets Expectations,3,3,32,No,2,0,No
EMP93508,Dayo Lawal,Male,32,Married,3,Lagos,PGD,Human Resources,Learning & Development Officer,Mid,Full-Time,On-site,2019-10-24,5.2," 576,499 ",Below Expectations,3,3,0,No,12,2,Yes
EMP44336,Hauwa Okafor,Male,34,Married,1,Abuja,B.Sc/B.A,Human Resources,Compensation Analyst,Mid,Full-Time,Remote,2011-06-19,13.5," 395,256 ",Meets Expectations,3,2,44,No,0,0,No
EMP31179,Dayo Usman,Male,30,Single,3,Kaduna,HND,Human Resources,Recruitment Specialist,Mid,Part-Time,On-site,2022-05-17,2.6," 1,655,815 ",Meets Expectations,4,4,0,Yes,0,0,No
EMP67913,Amaka Oduya,Female,24,Married,0,Kano,B.Sc/B.A,Customer Service,Call Centre Agent,Junior,Full-Time,On-site,2015-06-25,9.5," 233,840 ",Below Expectations,3,4,23,Yes,1,0,No
EMP82310,Musa Sule,Female,32,Married,2,Oyo,M.Sc/MBA,Sales,Sales Coordinator,Junior,Full-Time,On-site,2014-05-04,10.7," 533,556 ",Meets Expectations,3,5,24,Yes,0,0,Yes
EMP66058,Ibrahim Garba,Male,31,Married,2,Abuja,HND,Finance,Financial Analyst,Mid,Full-Time,On-site,2017-04-14,7.7," 969,886 ",Meets Expectations,1,2,14,No,3,1,No
EMP83520,Chioma Eze,Male,36,Married,2,Anambra,B.Sc/B.A,Human Resources,Compensation Analyst,Mid,Full-Time,On-site,2011-08-18,13.4," 499,816 ",Exceeds Expectations,1,1,21,No,0,2,No
EMP11268,Lawal Eze,Male,31,Married,2,Enugu,B.Sc/B.A,Technology,Data Analyst,Mid,Full-Time,Hybrid,2023-09-21,1.3," 589,590 ",Meets Expectations,,4,14,Yes,8,1,No
EMP24664,Aisha Eze,Male,31,Divorced,0,Ogun,B.Sc/B.A,Legal & Compliance,Company Secretary,Mid,Full-Time,On-site,2012-03-30,12.8," 375,915 ",Meets Expectations,3,4,16,No,2,1,No
EMP19863,Emeka Hassan,Female,35,Single,0,Lagos,M.Sc/MBA,Finance,Financial Analyst,Mid,Contract,Hybrid,2013-07-09,11.5," 551,034 ",Exceeds Expectations,3,4,30,Yes,1,4,No
EMP29537,Funmi Usman,Female,35,Divorced,0,Lagos,Ph.D,Marketing,Digital Marketing Analyst,Mid,Full-Time,Hybrid,2019-09-08,5.3," 5,159,673 ",Exceptional,4,5,16,No,0,1,No
EMP81512,Uche Bello,Male,22,Married,3,Rivers,HND,Technology,Data Analyst,Mid,Full-Time,On-site,2013-09-23,11.3," 425,582 ",Unsatisfactory,5,5,15,No,2,3,No
EMP14723,Yemi Salami,Female,37,Single,4,Lagos,PGD,Sales,Regional Sales Manager,Manager,Part-Time,Hybrid,2019-12-26,5," 442,132 ",Below Expectations,3,4,21,No,4,1,Yes
EMP58394,Kemi Adeyemi,Male,33,Married,1,Abuja,M.Sc/MBA,Finance,Treasury Officer,Mid,Full-Time,On-site,2012-07-16,12.5," 395,205 ",Below Expectations,5,4,24,Yes,9,2,Yes
EMP86351,Ngozi Oduya,Female,36,Single,3,Lagos,B.Sc/B.A,Operations,Operations Officer,Mid,Full-Time,Hybrid,2017-08-10,7.4," 446,770 ",Below Expectations,5,2,31,No,9,0,Yes
EMP82421,Uche Garba,Male,25,Married,2,Oyo,B.Sc/B.A,Sales,Sales Coordinator,Junior,Full-Time,On-site,2022-04-06,2.7," 527,293 ",Unsatisfactory,1,1,25,Yes,2,0,Yes
EMP29411,Emeka Nwosu,Female,52,Divorced,2,Lagos,B.Sc/B.A,Sales,Regional Sales Manager,Manager,Full-Time,Hybrid,2011-10-27,13.2," 480,806 ",Below Expectations,4,4,18,No,0,2,No
EMP66334,Biodun Obi,Female,42,Single,0,Lagos,B.Sc/B.A,Marketing,Marketing Coordinator,Junior,Contract,On-site,2016-07-02,8.5," 3,382,904 ",Meets Expectations,3,5,13,No,7,2,No
EMP26705,Chioma Nwachukwu,Female,46,Married,2,Lagos,B.Sc/B.A,Sales,Sales Executive,Executive,Full-Time,On-site,2021-05-17,3.6," 1,585,132 ",Exceeds Expectations,3,3,15,Yes,1,3,No
EMP15483,Seun Oduya,Male,43,Married,2,Abuja,B.Sc/B.A,Sales,Account Manager,Manager,Full-Time,On-site,2021-06-23,3.5," 535,447 ",Below Expectations,1,4,20,No,7,6,No
EMP50405,Musa Garba,Male,22,Married,3,Anambra,M.Sc/MBA,Customer Service,Customer Success Manager,Manager,Part-Time,Remote,2023-11-12,1.1," 976,354 ",Unsatisfactory,2,2,15,No,1,2,No
EMP57796,Nneka Musa,Female,41,Married,0,Lagos,B.Sc/B.A,Technology,DevOps Engineer,Mid,Intern,Hybrid,2021-11-14,3.1," 526,333 ",Meets Expectations,5,3,37,No,0,1,No
EMP15230,Ngozi Obi,Male,27,Married,0,Abuja,B.Sc/B.A,Finance,Financial Analyst,Mid,Part-Time,Hybrid,2011-06-21,13.5," 6,458,600 ",Meets Expectations,3,3,18,No,4,2,No
EMP56899,Kemi Abiodun,Female,30,Married,1,Abuja,B.Sc/B.A,Marketing,Marketing Coordinator,Junior,Full-Time,Hybrid,2019-08-31,5.3," 598,099 ",Below Expectations,5,3,21,Yes,1,2,No
EMP37536,Chioma Adeleke,Female,22,Single,1,Kano,HND,Sales,Business Development Officer,Mid,Intern,On-site,2018-04-12,6.7," 551,009 ",Below Expectations,3,3,39,Yes,17,1,Yes
EMP99400,Emeka Oduya,Female,28,Single,2,Rivers,B.Sc/B.A,Marketing,Digital Marketing Analyst,Mid,Intern,On-site,2015-06-01,9.6," 489,387 ",Meets Expectations,5,2,29,No,0,1,No
EMP42707,Tunde Olawale,Female,33,Single,3,Enugu,Ph.D,Finance,Financial Analyst,Mid,Full-Time,On-site,2014-09-08,10.3," 191,689 ",Meets Expectations,4,4,28,Yes,0,1,No
EMP97417,Fatima Musa,Female,32,Single,0,Anambra,B.Sc/B.A,Human Resources,HR Officer,Mid,Full-Time,On-site,2022-03-18,2.8," 500,056 ",Meets Expectations,4,5,43,Yes,9,0,No
EMP23474,Ngozi Nwosu,Male,33,Widowed,0,Anambra,B.Sc/B.A,Engineering,Quality Assurance Engineer,Mid,Full-Time,Remote,2021-04-29,3.7," 555,832 ",Unsatisfactory,4,4,26,No,3,4,No
EMP56358,Emeka Okafor,Male,33,Married,1,Lagos,HND,Operations,Procurement Officer,Mid,Contract,Remote,2019-04-23,5.7," 218,527 ",Exceeds Expectations,4,3,29,No,1,1,No
EMP83386,Musa Okafor,Male,35,,1,Enugu,M.Sc/MBA,Customer Service,Client Relations Officer,Mid,Full-Time,On-site,2018-10-15,6.2," 391,135 ",Meets Expectations,,4,,Yes,5,4,Yes
EMP63265,Zainab Musa,Male,22,Single,1,Anambra,B.Sc/B.A,Human Resources,HR Officer,Mid,Contract,On-site,2023-02-27,1.8," 1,533,951 ",Exceeds Expectations,2,3,17,No,0,0,No
EMP91352,Nneka Adeyemi,Male,25,Married,2,Abuja,M.Sc/MBA,Marketing,Digital Marketing Analyst,Mid,Contract,Hybrid,2012-12-01,12.1," 379,182 ",Meets Expectations,3,3,13,Yes,3,1,No
EMP30258,Amaka Babatunde,Male,26,Married,3,Anambra,B.Sc/B.A,Marketing,Content Strategist,Mid,Full-Time,On-site,2010-05-28,14.6," 387,449 ",Below Expectations,4,5,26,No,3,1,No
EMP41030,Ngozi Nwachukwu,Female,36,Single,2,Oyo,B.Sc/B.A,Engineering,Mechanical Engineer,Mid,Full-Time,On-site,2012-03-29,12.8," 505,016 ",Exceptional,3,2,34,No,3,0,No
EMP31300,Uche Garba,Female,30,Single,1,Anambra,B.Sc/B.A,Finance,Treasury Officer,Mid,Full-Time,Hybrid,2015-12-01,9.1," 481,885 ",Meets Expectations,4,3,22,No,3,0,No
EMP33207,Kemi Bello,Female,35,Single,2,Lagos,HND,Technology,Data Analyst,Mid,Full-Time,On-site,2018-05-25,6.6," 485,937 ",Meets Expectations,4,5,45,No,0,3,Yes
EMP64041,Ife Okafor,Male,35,Married,3,Lagos,B.Sc/B.A,Marketing,Content Strategist,Mid,Full-Time,On-site,2015-09-22,9.3," 1,568,180 ",Meets Expectations,4,3,19,No,8,7,No
EMP13249,Fatima Nwosu,Female,33,Married,1,Abuja,B.Sc/B.A,Customer Service,Call Centre Agent,Junior,Intern,Hybrid,2013-04-04,11.7," 596,821 ",Exceeds Expectations,1,4,9,Yes,2,4,No
EMP33510,Chukwu Adeleke,Female,22,Single,2,Enugu,M.Sc/MBA,Customer Service,Customer Service Representative,Junior,Part-Time,On-site,2014-02-24,10.9," 1,608,317 ",Below Expectations,5,1,39,No,0,3,Yes
EMP53541,Uche Obi,Female,35,Married,2,Lagos,HND,Operations,Logistics Coordinator,Junior,Part-Time,Hybrid,2019-05-15,5.6," 600,235 ",Meets Expectations,4,3,0,No,3,5,No
EMP63965,Dayo Musa,Male,33,Married,2,Anambra,B.Sc/B.A,Technology,DevOps Engineer,Mid,Contract,On-site,2010-05-24,14.6," 352,762 ",Unsatisfactory,2,4,27,Yes,5,2,No
EMP97807,Uche Obi,Female,42,Single,0,Abuja,M.Sc/MBA,Operations,Procurement Officer,Mid,Part-Time,On-site,2022-03-19,2.8," 166,728 ",Meets Expectations,2,5,21,No,0,5,No
EMP42528,Uche Eze,Male,38,Single,3,Kaduna,B.Sc/B.A,Legal & Compliance,Company Secretary,Mid,Contract,On-site,2022-10-26,2.2," 3,177,295 ",Below Expectations,4,4,0,Yes,10,0,No
EMP44971,Emeka Adeleke,Female,47,Married,2,Delta,M.Sc/MBA,Human Resources,Recruitment Specialist,Mid,Full-Time,On-site,2010-01-09,15," 379,526 ",Below Expectations,5,4,21,Yes,4,0,Yes
EMP30867,Ifeoma Okafor,Female,27,Single,3,Ogun,HND,Technology,Software Engineer,Mid,Full-Time,On-site,2018-06-01,6.6," 425,208 ",Meets Expectations,3,4,7,Yes,1,0,No
EMP24169,Lawal Usman,Female,30,Single,2,Lagos,B.Sc/B.A,Sales,Business Development Officer,Mid,Full-Time,On-site,2011-02-17,13.9," 1,530,049 ",Meets Expectations,2,4,34,Yes,5,4,No
EMP60141,Musa Hassan,Male,29,Married,2,Enugu,M.Sc/MBA,Technology,Data Analyst,Mid,Full-Time,Hybrid,2017-09-23,7.3," 673,549 ",Meets Expectations,1,2,29,No,5,2,No
EMP15076,Nneka Okafor,Female,38,Single,0,Anambra,B.Sc/B.A,Sales,Regional Sales Manager,Manager,Full-Time,Remote,2021-12-19,3," 576,773 ",Exceeds Expectations,3,5,29,No,0,1,No
EMP71695,Fatima Yakubu,Male,32,Divorced,3,Anambra,HND,Engineering,Project Engineer,Mid,Full-Time,Remote,2010-03-29,14.8," 588,754 ",Exceptional,3,3,15,No,0,1,No
EMP39155,Fatima Lawal,Male,34,Single,1,Lagos,HND,Operations,Procurement Officer,Mid,Full-Time,On-site,2018-06-08,6.6," 408,190 ",Exceeds Expectations,5,5,22,Yes,0,7,No
EMP36159,Chioma Babatunde,Male,22,Single,2,Lagos,PGD,Sales,Account Manager,Manager,Full-Time,On-site,2011-03-10,13.8," 514,640 ",Meets Expectations,3,4,26,Yes,2,3,Yes
EMP70333,Adaeze Adeleke,Male,32,Married,3,Lagos,HND,Operations,Logistics Coordinator,Junior,Full-Time,Hybrid,2023-03-19,1.8," 2,416,556 ",Unsatisfactory,3,5,24,No,2,0,No
EMP55831,Hauwa Oduya,Male,28,Married,3,Lagos,M.Sc/MBA,Customer Service,Client Relations Officer,Mid,Full-Time,Hybrid,2012-07-30,12.4," 1,851,576 ",Exceptional,5,1,12,No,10,1,No
EMP50002,Hauwa Obi,Female,32,Married,3,Lagos,B.Sc/B.A,Marketing,Marketing Executive,Executive,Full-Time,On-site,2020-03-04,4.8," 1,304,065 ",Below Expectations,5,1,31,No,1,2,No
EMP39832,Bola Adeleke,Male,34,Married,1,Lagos,M.Sc/MBA,Finance,Budget Officer,Mid,Contract,On-site,2017-05-10,7.6," 1,913,768 ",Meets Expectations,3,2,27,No,4,0,No
EMP39220,Ife Nwosu,Female,34,Married,2,Anambra,B.Sc/B.A,Executive,Chief Financial Officer,Mid,Intern,Hybrid,2017-05-05,7.7," 607,299 ",Meets Expectations,3,4,36,No,3,2,No
EMP13102,Bola Okonkwo,Female,35,Married,4,Anambra,B.Sc/B.A,Customer Service,Customer Service Representative,Junior,Full-Time,Hybrid,2017-06-03,7.6," 675,914 ",Below Expectations,4,3,18,No,5,4,No
EMP96512,Ifeoma Garba,Male,35,Married,0,Abuja,HND,Human Resources,HR Officer,Mid,Full-Time,Remote,2011-11-20,13.1," 2,190,514 ",Below Expectations,3,3,40,No,0,3,No
EMP35314,Nnamdi Lawal,Male,33,Married,2,Abuja,B.Sc/B.A,Finance,Financial Analyst,Mid,Full-Time,On-site,2010-08-03,14.4," 541,985 ",Meets Expectations,3,4,2,No,0,2,No
EMP62228,Hauwa Musa,Female,29,Married,2,Ogun,B.Sc/B.A,Human Resources,Recruitment Specialist,Mid,Part-Time,Hybrid,2012-11-26,12.1," 2,069,144 ",Below Expectations,1,4,24,No,4,0,No
EMP53026,Tope Okafor,Male,39,Married,1,Ogun,HND,Marketing,Digital Marketing Analyst,Mid,Full-Time,On-site,2018-10-02,6.2," 568,124 ",Exceptional,4,4,13,Yes,0,1,No
EMP46518,Zainab Salami,Male,39,Single,1,Enugu,B.Sc/B.A,Operations,Supply Chain Analyst,Mid,Full-Time,Hybrid,2013-02-23,11.9," 529,236 ",Meets Expectations,4,3,18,No,6,5,No
EMP19100,Chukwu Yakubu,Female,39,Single,3,Lagos,HND,Engineering,Quality Assurance Engineer,Mid,Full-Time,On-site,2012-04-24,12.7," 687,963 ",Meets Expectations,5,4,22,Yes,13,0,No
EMP46586,Bola Obi,Male,33,Married,0,Ogun,M.Sc/MBA,Engineering,Mechanical Engineer,Mid,Full-Time,Hybrid,2014-12-26,10," 882,036 ",Below Expectations,4,3,47,Yes,4,3,No
EMP56026,Nnamdi Yakubu,Male,40,Single,3,Oyo,B.Sc/B.A,Sales,Regional Sales Manager,Manager,Full-Time,On-site,2017-03-10,7.8," 2,484,664 ",Exceptional,5,5,38,No,5,7,No
EMP94081,Ibrahim Garba,Female,26,Married,2,Kano,M.Sc/MBA,Human Resources,HR Officer,Mid,Full-Time,On-site,2014-06-20,10.5," 1,742,497 ",Exceptional,3,3,36,Yes,6,2,No
EMP76769,Amaka Eze,Male,33,Married,4,Enugu,HND,Marketing,Digital Marketing Analyst,Mid,Contract,On-site,2023-11-22,1.1," 401,315 ",Meets Expectations,5,1,18,No,2,1,No
EMP62387,Amaka Olawale,Female,23,Married,3,Lagos,B.Sc/B.A,Engineering,Electrical Engineer,Mid,Full-Time,Hybrid,2010-10-16,14.2," 212,892 ",Unsatisfactory,4,4,21,No,1,0,No
EMP99066,Funmi Okonkwo,Male,30,Married,4,Oyo,M.Sc/MBA,Finance,Treasury Officer,Mid,Contract,Hybrid,2021-10-25,3.2," 406,910 ",Unsatisfactory,4,3,41,No,7,0,No
EMP80283,Musa Salami,Female,31,Married,2,Lagos,HND,Operations,Procurement Officer,Mid,Full-Time,On-site,2016-09-12,8.3," 9,458,708 ",Unsatisfactory,4,4,49,Yes,0,2,No
EMP53405,Obinna Adeleke,Female,23,Married,3,Anambra,B.Sc/B.A,Human Resources,Learning & Development Officer,Mid,Full-Time,On-site,2023-10-13,1.2," 1,237,077 ",Meets Expectations,5,1,33,No,4,3,No
EMP13618,Amara Nwosu,Male,41,Single,0,Delta,HND,Engineering,Mechanical Engineer,Mid,Full-Time,On-site,2012-08-06,12.4," 460,244 ",Meets Expectations,4,4,7,Yes,4,0,Yes
EMP25119,Nnamdi Obi,Male,31,Widowed,0,Delta,B.Sc/B.A,Operations,Logistics Coordinator,Junior,Full-Time,On-site,2013-03-26,11.8," 607,829 ",Meets Expectations,5,4,31,No,0,0,No
EMP44238,Bola Abiodun,Male,22,Married,3,Enugu,B.Sc/B.A,Finance,Accountant,Mid,Contract,Hybrid,2021-10-17,3.2," 471,311 ",Exceeds Expectations,2,4,25,No,0,1,No
EMP33406,Femi Adeyemi,Female,32,Married,2,Abuja,M.Sc/MBA,Sales,Sales Executive,Executive,Full-Time,Hybrid,2012-01-07,13," 457,105 ",Meets Expectations,4,3,12,No,2,1,No
